OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,x,y,Longitude,Latitude
1719,6600699,834819.0,660,Sand Point Elementary School,Sand Point,6208 60th Ave NE,98115.0,1288231.99989553,248999.000158772,-122.26293024897525,47.67365260132852
1720,163,98414.0,660,Cedar Park Christian Elementary School,Cedar Park Christian,625 140th Ave NE,98005.0,1314667.99984494,227555.00006786,-122.15414868690449,47.616168558243935
1721,650073,607737.0,65,Tukwila Police Department,Tukwila PD,15005 Tukwila International Blvd,98188.0,1280617.89504503,174183.398477942,-122.28809009369456,47.46819123713186
1722,6005120,0.0,600,Island Center Forest Natural Area,Island Center Forest Natural Area,SW 188th St and 111th Ave SW,98070.0,1234784.23507211,164188.565121189,-122.47249355083908,47.43827037027586
1723,10001879,0.0,120,Fort Lawton Post Cemetery,Fort Lawton,"Texas Way, Discovery Park",98199.0,1252933.7699672,244709.619958013,-122.40581991689292,47.66000818700159
1724,1754,592751.0,330,Pacific Medical Center - Renton,PacMed Center,1801 Lind Ave SW,98057.0,1296068.85790944,172286.320579186,-122.22549316450215,47.463774765551015
1725,2092,448503.0,530,Promenade Market,Promenade Market,2301 S Jackson St,98144.0,1278115.00011644,221883.608851597,-122.30188743741212,47.598807042213956
1726,570027,712835.0,570,Auburn Garage at Auburn Station P&R,Auburn Garage at Auburn Station P&R,A St SW & 2nd Ave SW,98001.0,1293613.99995828,115152.000136778,-122.23122036215604,47.30704583010664
1727,580029,2661.0,580,Leased Lockers at Tibbetts Lot P&R,Tibbetts Lot P&R,1675 Newport Way NW,98027.0,1336915.99996828,199770.999861687,-122.06215677819468,47.54101973434208
1728,369,0.0,690,Town & Country Square,Town & Country Square,NW Gilman Blvd & 12th Ave NW,98027.0,1338804.30295019,200891.918879688,-122.05458465828525,47.5441747384158
1729,660055,486614.0,66,Station 27,27,1000 S Myrtle St,98108.0,1273248.75000644,200394.328011349,-122.31992500841623,47.53964909578859
1730,6007209,0.0,600,Fauntleroy Creek Ravine,Fauntleroy Creek Ravine,Fauntleroy Way SW and 38th Ave SW,98136.0,1255239.08195761,194454.852029443,-122.392336074514,47.52239233401394
1731,2140,0.0,600,EMP,EMP,5th Ave N & Harrison St,98109.0,1266978.12508053,230545.219153017,-122.34770898487844,47.62195661483251
1732,1558,831360.0,210,Eastside Auto Licensing,Eastside Auto Licensing,8244 122nd Ave NE,98033.0,1309217.28075953,250388.525923014,-122.17786268175432,47.67849822265009
1733,873,0.0,600,Freeway Park 3,Freeway Park 3,5th Ave NE & NE 60th St,98115.0,1273516.28096744,248588.082017347,-122.32261777770755,47.6717612426036
1734,1798,434789.0,64,Midtown Post Office,Midtown Post Office,301 Union St,98101.0,1269665.68105711,225606.827455014,-122.33642203902143,47.60856510658957
1735,406,0.0,600,Brisco Park,Brisco Meander Park,62nd Ave S & S 190th St,98032.0,1287966.1250992,160446.827854022,-122.25735859567745,47.43091594214876
1736,1902,0.0,480,Black Diamond Museum,Black Diamond Muserm,32627 Railroad Ave,98010.0,1349174.61816752,114765.379518941,-122.00728173373224,47.30853112758746
1737,10000882,,800,Nalanda West,Nalanda West,3902 WOODLAND PARK AVE N,98103.0,1268021.74307202,242321.158199519,-122.34441552624878,47.65429020537994
1738,887,0.0,600,Highland Park Playground - Seattle,Highland Park Playground,SW Cloverdale St & SW 11th Ave,98106.0,1265970.19993103,196053.242861524,-122.34904076826308,47.52736110193098
1739,1842,104693.0,64,Social Security Office-Bellevue,SSO - Bellevue,636 120th Ave NE,98005.0,1308394.50025286,227747.880259514,-122.17959442835327,47.61639924560805
1740,1873,349657.0,360,Travelodge-University,Travelodge - University,4725 25th Ave NE,98105.0,1278667.01213577,245692.170158267,-122.30149133960451,47.66409492114736
1741,6006993,0.0,600,Counterbalance Park,Counterbalance Park,700 Queen Anne Ave N,98109.0,1264880.91995735,231945.527047932,-122.35632376551304,47.625681341599865
1742,6003019,617992.0,600,BN Peninsula Natural Area,BN Peninsula Natural Area,24095 248th Ave SE,98038.0,1348512.37506944,141671.109500021,-122.01161108948216,47.38225619359598
1743,1697,835906.0,60,Maritime Bldg,Maritime Bldg,911 Western,98104.0,1269388.34007636,223865.118011937,-122.33740815165005,47.60377628472845
1744,118,0.0,600,Burrows Landing,Burrows Landing Park,SE 15th St & 96th Ave SE,0.0,1300703.38801044,220976.631991014,-122.21028205158774,47.597465800046756
1745,2171,441135.0,240,Memorial Stadium,Memorial Stadium,401 5th Ave N,98109.0,1266449.47554727,230889.742414102,-122.34987974950265,47.62287240029528
1746,1925,0.0,300,Washington National Golf Club,WA National GC,14330 SE Husky Way,98092.0,1313661.21412885,115082.492073685,-122.15042581752333,47.3078247111351
1747,2284,0.0,600,Northshore Senior Center,Northshore Senior Center,10200 E Riverside Dr,98011.0,1303363.25014478,278878.125111684,-122.20368183299357,47.75630662413476
1748,1886,339036.0,360,University Plaza Motel,University Plaza M,I-5 & 45th St,98105.0,1273178.84299402,244967.375019938,-122.32370254113884,47.661819080996516
1749,775,534467.0,600,Robinson Point Park,Robinson Point Park,SW Point Robinson Rd,98070.0,1258420.94107944,144875.887539268,-122.3754403753106,47.386675511310806
1750,6002400,0.0,600,Forest Villa Mini Park,Forest Villa Mini Park,17th and Fir St NE,98092.0,1303837.66290985,110128.432099938,-122.18966279671606,47.2937776004838
1751,2079,0.0,330,Kaiser Permanente - Northgate South,Kaiser Permanente,9720 4th Ave NE,98115.0,1273448.85524927,258878.590307683,-122.32370023045942,47.69996362913087
1752,31,0.0,600,Brannan Park,Brannan Park,26th St NE & M St NE,98002.0,1298080.57895161,124070.296932682,-122.21386522821179,47.33171214264707
1753,6007057,0.0,600,Mount Claire Park,Mount Claire Park,Mt Claire Dr S and Shoreland Dr S,98144.0,1281837.51202835,215032.736070439,-122.28627798353024,47.58022251999809
1754,1334,982659.0,690,Westfield Southcenter Mall,Westfield Southcenter Mall,Andover Park W & Baker Blvd,98188.0,1288070.69116302,170728.660308689,-122.25770501581749,47.45910394317059
1755,1625,582523.0,330,Kaiser Permanente - Renton,Kaiser Permanente,275 Bronson Way NE,98056.0,1304344.6120272,180476.440025687,-122.19262704925828,47.486629872606855
1756,2057,729097.0,530,Bartell Drugs-Auburn,Bartell Drugs-Auburn,3902 A St SE,98002.0,1294433.88184869,102656.463120013,-122.22700428384643,47.272836131595795
1757,1935,0.0,300,Snoqualmie Falls Golf Course,Snoqualmie Falls GC,35109 SE Fish Hatchery Rd ,98024.0,1382637.48956186,206743.25297752,-121.87744581612247,47.561983023389566
1758,609,0.0,600,Bear Creek Park - Redmond,Bear Creek Park,Avondale Way NE & Union Hill Rd,98052.0,1326234.92487377,247832.157020018,-122.10861928005069,47.67228506272449
1759,10000883,,800,The Christ Spirit Church,The Christ Spirit Church,6115 BEACON AVE S,98108.0,1277829.58566102,203059.709491611,-122.30158848981328,47.547195952285335
1760,10000884,,800,Bethany United Church Of Christ,Bethany United Church Of Christ,6230 BEACON AVE S,98108.0,1278218.43494894,202835.1922241,-122.29999694539929,47.54660087841111
1761,10000885,,800,Columbia City Church of Hope,Church of Hope,4416 S BRANDON ST,98118.0,1283460.97137986,205346.125522435,-122.27896414158634,47.55375528202914
1762,10000886,,800,Rosehill Missionary Baptist Church,Missionary Baptist Church,7550 MARTIN LUTHER KING JR WAY S,98118.0,1283054.30487035,198032.489887267,-122.28005395311854,47.533687600609866
1763,10000889,,800,The Pursuit,The Pursuit,9051 132ND AVE NE,98033.0,1312261.61850286,252270.829245016,-122.16563871644595,47.68380289047778
1764,10000922,,800,Holy Resurrection Armenian Apostolic Church,Armenian Apostolic Church,11505 REDMOND WOODINVILLE RD NE,98052.0,1320575.42799069,259316.707541689,-122.13237407774062,47.70350585767398
1765,10000923,,800,The Episcopal Church of the Holy Cross,Church of the Holy Cross Episcopal,11526 162ND AVE NE,98052.0,1323024.33483827,259180.180911854,-122.12242038015232,47.703244513187315
1766,10000924,,800,Temple B’nai Torah,Temple B’nai Torah,15727 NE 4TH ST,98008.0,1320588.34331919,226139.818186939,-122.13005133696738,47.61256542556679
1767,10000925,,800,Episcopal Church of the Resurrection,Episcopal Church of the Resurrection,15220 MAIN ST,98007.0,1318867.24308686,225492.687919527,-122.1369836248994,47.61071186455869
1768,10000927,,800,Fauntleroy Church UCC,United Church of Christ,9140 CALIFORNIA AVE SW,98136.0,1256550.81489845,194016.981514111,-122.3869925172811,47.52126488189264
1769,10000928,,800,Evangelical Baptist Church of Kent,Evangelical Baptist Church,1600 CENTRAL AVE S,98032.0,1294467.45888127,136329.348858103,-122.2293292953134,47.3651359069471
1770,10000929,,800,Centro Familiar Cristiano,Centro Familiar Cristiano,10612 15TH AVE SW,98146.0,1264843.23663378,189053.260142356,-122.3530419004646,47.50811351252185
1771,10000930,,800,Seattle Mar Thoma Church,Mar Thoma Church,20807 142ND AVE SE,98042.0,1313614.55116445,154402.519404605,-122.15333213827714,47.415601715129675
1772,10000931,,800,St. Bartholomew's Anglican Church,St. Bartholomew's Anglican Church,14821 AVONDALE RD NE,98072.0,1333349.28137994,270815.928965777,-122.08125941722662,47.735605882098916
1773,10000933,,800,OneLife Community Church,OneLife Community Church,3524 NE 95TH ST,98115.0,1281986.15018253,257895.303232267,-122.28896054436326,47.69771641533677
1774,10000935,,800,Regeneration Church,Regeneration Church,723 233RD AVE NE,98074.0,1345322.1777097,227077.659815192,-122.02984596219193,47.61623453368421
1775,10000936,,800,The Church of Jesus Christ LDS,The Church of Jesus Christ LDS,14536 MAIN ST,98007.0,1316900.24538045,225524.955899611,-122.1449590674945,47.610708689746005
1776,10000937,,800,Bellevue Seventh-day Adventist Church,Seventh-day Adventist Church    ,15 140TH AVE NE,98005.0,1314620.79455878,225469.876941517,-122.15419495546753,47.61045083603686
1777,10000938,,800,Lake Hills Baptist Church,Baptist Church,506 140TH AVE SE,98005.0,1315105.23912793,223691.176430687,-122.15210771008911,47.60559803985411
1778,10000939,98414.0,800,Bellevue Neighborhood Church,Neighborhood Church,625 140TH AVE NE,98005.0,1314499.6209166,227541.448257685,-122.15483033644513,47.61612348727354
1779,10000940,,800,Our Savior Lutheran Church,Our Savior Lutheran Church,745 FRONT ST S,98027.0,1343363.64356902,192765.493859604,-122.03561255138214,47.522095780863104
1780,10000941,,800,St. Michael & All Angels Episcopal Church,St. Michael Episcopal Church,325 SE DARST ST,98027.0,1344432.14340052,194193.248550028,-122.03137860579452,47.52605516379719
1781,10000942,,800,The Church of Jesus Christ LDS,The Church of Jesus Christ LDS,1100 6TH AVE SE,98027.0,1345880.07291935,191242.597627193,-122.02533383949414,47.51802859179035
1782,6005035,0.0,600,Newport Way Open Space,Newport Way Open Space,NE Woodinville-Duvall Rd and 188th NE,0.0,1326569.60005744,209398.196158439,-122.10468401571427,47.566948396829574
1783,6005091,0.0,600,Parkwood Ridge Open Space,Parkwood Ridge Open Space,NE Woodinville-Duvall Rd and 188th NE,0.0,1299247.72195852,204630.094146103,-122.21499155899339,47.55258758656814
1784,6002279,0.0,600,Carnation Marsh Natural Area,Carnation Marsh Natural Area,"PO Box 1644
P.O. Box 1644
P.O. Box 1644",98045.0,1367731.20999128,227730.701160014,-121.9390356493379,47.61894352908352
1785,6003143,0.0,600,Tanner Landing Park,Tanner Landing Park,433rd Ave SE and  SE Mt Si Rd,98045.0,1413147.19888352,177022.363928601,-121.75244373075623,47.4815769188969
1786,902046,0.0,902,DICK'S Sporting Goods,DICK'S Sporting Goods,1819 S Commons,98003.0,1274121.67050469,117799.883620515,-122.30997575461892,47.31330570041609
1787,902047,144244.0,902,DICK'S Sporting Goods,DICK'S Sporting Goods,15600 NE 8th St,98008.0,1320313.25889561,229457.769884348,-122.13139331826241,47.62164754856797
1788,988494,0.0,902,Rad Power Ebikes,Rad Power Ebikes,1128 NW 52nd St,98107.0,1261311.84507452,246965.65678452,-122.37201212757735,47.66665606093488
1789,902087,989986.0,902,DICK'S Sporting Goods,DICK'S Sporting Goods,328 NE Northgate Way,98125.0,1273243.6289537,262134.087733686,-122.32478971571659,47.70887593740024
1790,902092,636195.0,902,Tight Bike,Tight Bike,37050 28th Ave S,98003.0,1276922.75414136,101436.167660356,-122.29743163552497,47.2686000162157
1791,902050,1002885.0,902,Vashon Bikes,Vashon Bikes,9926 SW Bank Rd,98070.0,1237574.0467497,167553.420596182,-122.46151093770531,47.447655351045675
1792,902072,314906.0,902,Electric & Folding Bikes Northwest,Electric & Folding Bikes Northwest,4810 17th Ave NW,98107.0,1259687.38605312,246048.717345431,-122.37852886202386,47.664053564747356
1793,570132,1031505.0,570,Redmond P&R Garage,Redmond P&R Garage,16201 NE 83rd St,98052.0,1322502.99992295,249549.00004302,-122.1238814591042,47.67682055690585
1794,570133,0.0,570,South Sammamish P&R,South Sammamish P&R,3015 228th Ave SE,98074.0,1343629.61154102,214711.743602186,-122.03592419155362,47.582265288673085
1795,570137,606215.0,570,Burien TC P&R,Burien TC P&R,14900 4th Ave SW,98166.0,1268518.47009695,175132.640017778,-122.33707384353954,47.47015553451764
1796,570138,582576.0,570,St Matthew's Lutheran P&R,St Matthew's Lutheran P&R,2516 NE 16th St,98056.0,1306624.63994744,187839.250103191,-122.18392962234425,47.50692187002348
1797,67007,401639.0,67,KC Medic 4,KC Medic 4,3215 S 152nd St,98188.0,1279877.09993869,173556.239955351,-122.291036572298,47.46643376871243
1798,67016,341761.0,67,Seattle Medic 16,Seattle Medic 16,6846 Oswego Pl NE,98115.0,1273412.06988977,251273.619953349,-122.32325169462985,47.67911669312589
1799,67017,480060.0,67,Seattle Medic 28,Seattle Medic 28,5968 Rainier Ave S,98118.0,1284025.88986944,203409.820011854,-122.27652977811692,47.5484769179481
1800,67022,395530.0,67,KC Medic 12,KC Medic 12,39428 244th Ave SE,98022.0,1346786.53009593,92650.0398914367,-122.01553690470338,47.247809605422624
1801,902110,316096.0,902,Cascade Bicycle Studio,Cascade Bicycle Studio,180 N Canal St,98103.0,1265454.3784561,241108.272830024,-122.35473323735839,47.650827076716446
1802,902111,990102.0,902,Northwest Tri & Bike,Northwest Tri & Bike,15423 SE 272nd St,98042.0,1317658.56472994,133153.941495016,-122.1355487929625,47.35754644065841
1803,680001,177055.0,68,Bothell Police Department PSAP,Bothell Police Dept PSAP,18410 101st AveNE,98011.0,1302984.5258366,280787.213157028,-122.2053596413558,47.761521005795416
1804,680002,392576.0,68,Enumclaw Police Department PSAP,Enumclaw Police Dept PSAP,1705 Wells St,98022.0,1352968.82711452,76820.7821799368,-121.98969218262091,47.20467696989302
1805,10000944,,800,Abide Baptist Church,Abide Baptist Church,605 E SUNSET WAY,98027.0,1345737.8478101,195504.596321017,-122.02617667093095,47.529705382114145
1806,137,736125.0,600,McCormick Park -  Bellevue,McCormick Park in Bellevue,NE 12th St,98056.0,1305967.7209857,186303.573056445,-122.18647786895407,47.50268083939551
1807,1832,874926.0,60,Securities Bldg,Securities Bldg,3rd Ave & Stewart St,98101.0,1268844.17613845,226870.792118683,-122.33985201453804,47.61198555471037
1808,10000946,,800,Angle Lake Neighborhood Church,Neighborhood Church,18613 42ND AVE S,98188.0,1281617.58694327,162305.703073278,-122.28314440449105,47.43568618366582
1809,10000947,,800,World Mission Society Church of God,World Mission Society Church of God,18435 42ND AVE S,98188.0,1281667.43953386,162756.626055941,-122.2829773295127,47.43692473855897
1810,10000948,,800,Emmanuel Reformed Baptist Church,Emmanuel Reformed Baptist Church,3752 S 182ND ST,98188.0,1281270.93376519,163902.629669443,-122.28466648401732,47.440045448413635
1811,10001021,,800,Revival Slavic Baptist Church,Revival Slavic Baptist Church,37515 8TH AVE S,98003.0,1269971.12270345,100555.621849269,-122.32535604677332,47.26582047255887
1812,10001022,,800,Seattle Open Door Church,Open Door Church,625 SW 149TH ST,98166.0,1267032.56099528,174828.253159359,-122.34305631752963,47.46924146905462
1813,10001024,,800,North Seattle Friends Church,Friends Church,17900 LINDEN AVE N,98133.0,1267859.7201021,280296.388679355,-122.34810550808609,47.75836968118168
1814,10001026,,800,St. Nectarios American Orthodox Cathedral,St. Nectarios Orthodox Cathedral,10300 ASHWORTH AVE N,98133.0,1269791.57352185,260245.004241526,-122.3386583210341,47.70351378118882
1815,10001029,,800,Gurudwara Singh Sabha ,Gurudwara Singh Sabha ,5200 TALBOT RD S,98055.0,1299207.61737995,160905.82595177,-122.21198207394508,47.43273522585806
1816,10001030,,800,John Knox Presbyterian Church,Presbyterian Church,109 SW NORMANDY RD,98166.0,1268742.41059394,164363.250139266,-122.33531881234187,47.440648988709356
1817,10001031,,800,Vashon Lutheran Church,Lutheran Church,18623 VASHON HWY SW,98070.0,1237356.74370661,163861.075618684,-122.46207315578573,47.43752249224663
1818,10001032,,800,Mountain Vineyard Christian Fellowship,Christian Fellowship,19001 SE 272ND ST,98042.0,1329049.04063661,132851.403386191,-122.08958061681953,47.357236204166185
1819,10001033,,800,Peace Lutheran Church,Peace Lutheran Church,18615 SE 272ND ST,98042.0,1328127.00835994,132868.08215861,-122.09330109635412,47.35724060036395
1820,10001034,,800,Beacon Hill First Baptist Church,First Baptist Church,1607 S FOREST ST,98144.0,1275534.54431936,214176.987453848,-122.31174445663765,47.57754784074283
1821,10001035,,800,St. Peter Catholic Church,St. Peter Catholic Church,2807 15TH AVE S,98144.0,1275049.70506594,214483.267025024,-122.31373228909611,47.57836179786139
1822,10001036,,800,Blaine Memorial United Methodist Church,Blaine Memorial United Methodist Church,3001 24TH AVE S,98144.0,1278104.93747252,213667.492409855,-122.30129302850234,47.5762862078362
1823,10001037,,800,Aurora Community Church,Community Church,1900 N 175TH ST,98133.0,1270818.07146886,279558.359643608,-122.33602168707347,47.75650577462004
1824,10001038,,800,God's Pentecostal Temple,God's Pentecostal Temple,150 16TH AVE,98122.0,1275914.77649853,223441.364594355,-122.31092486203053,47.602961378970356
1825,10001040,,800,North Seattle Church,North Seattle Church,2150 N 122ND ST,98133.0,1271451.70537218,265495.519987181,-122.33233259900823,47.71799405264022
1826,10001041,,800,St. John Vianney Catholic Church,St. John Vianney Catholic Church,12600 84TH AVE NE,98034.0,1296984.11198445,263261.140925765,-122.22846074779179,47.71318574258658
1827,10001042,,800,Three Tree Community Church,Three Tree Community Church,16261 1ST AVE S,98148.0,1268787.48661928,170173.097443432,-122.33559496073703,47.456575996410166
1828,10001043,,800,St. John Vianney Catholic Church,St. John Vianney Catholic Church,16100 115TH AVE SW,98070.0,1233197.64605369,172381.462449268,-122.47961114079202,47.460633147977596
1829,10001044,,800,All-Merciful Saviour Orthodox Christian Monastery,All-Merciful Saviour Monastery,9933 SW 268TH ST,98070.0,1236506.89993386,135878.58105886,-122.46311195268187,47.36077680864098
1830,10001045,,800,Church of the Nazarene,Church of the Nazarene,1225 29TH ST SE,98002.0,1298084.17212027,106431.812524691,-122.21257605552591,47.28336471672974
1831,2299,0.0,180,Skykomish City Hall,Skykomish City Hall,119 4th St N,98288.0,1510781.18242094,259457.770907849,-121.35989582160018,47.710077481604294
1832,1293,154702.0,600,Richmond Beach Center,Richmond Beach Center,NW 196th St & 21st Pl NW,98177.0,1258883.51889443,285405.182923689,-122.38501066549543,47.77188227267643
1833,659,0.0,600,Roadside Park & Viewpoint,Roadside Park & Viewpoint,NE 8th St & E Lake Sammamish Pkwy,98074.0,1335990.03101969,227268.502937436,-122.06769081660124,47.61635361222595
1834,453,0.0,600,Central Houghton Park,Central Houghton Park,NE 47th St & 108th Ave NE,98033.0,1304628.17609261,240679.584054857,-122.19579091178551,47.651664160003605
1835,2420,803505.0,64,Carnation Post Office,Carnation Post Office,4440 McKinley Ave,98014.0,1374196.63308403,237879.74549444,-121.91340025734063,47.64701591570856
1836,679,0.0,690,Renton Center,Renton Center,Sunset Blvd W & Hardie Ave SW,98057.0,1298080.12586853,177375.546949267,-122.21773368530874,47.47782402203175
1837,2137,0.0,510,Kent Sounder Station,Kent Sounder Station,301 Railroad Ave N,98032.0,1293734.06139794,143204.07756269,-122.23279251701418,47.38394322019444
1838,779,406018.0,300,Vashon Island Golf & Country Club,Vashon GC & CC,24615 75th Ave SW,98070.0,1245168.92493261,144002.287908524,-122.42885024738293,47.38354048764473
1839,2771,737460.0,64,Renton Highlands Post Office,Renton Highlands Post Office,4301 NE 4th St,98059.0,1312220.5470627,180877.427740768,-122.16080601937855,47.48810590455172
1840,2702,175585.0,330,HealthPoint - Bothell,HealthPoint,10414 Beardslee Blvd,98011.0,1304154.52907403,280554.932125524,-122.20058653833372,47.760941398045595
1841,2364,0.0,510,Mukilteo Sounder Station ,Mukilteo Sounder Station ,920 First St,98275.0,1281294.04986069,349608.660159513,-122.29886265274689,47.94906326312464
1842,2114,0.0,510,Edmonds Ferry Terminal,Edmonds Ferry Terminal,SR 104 (Main) & Sunset,98020.0,1259717.90305243,300260.957017854,-122.38283451236428,47.812646678277865
1843,2460,0.0,510,Mount Baker Link Light Rail Station,Mount Baker LLR Station,Rainier Ave S & Martin Luther King Jr Wy S,98144.0,1278967.03712627,213809.630905107,-122.29781190605853,47.5767208353246
1844,2755,0.0,510,Spring District Link Light Rail Station,Spring District LLR Station,12164 NE Spring Blvd,98005.0,1308697.3198572,230434.570096105,-122.1785572335118,47.623778166756566
1845,2135,0.0,510,Seattle Sounder Station North,Seattle Sounder Station North,S Jackson St & 4th Ave S,98104.0,1271352.12486269,222173.109913021,-122.32931605221493,47.599243474016
1846,1793,438958.0,60,Plaza 600,Plaza 600,600 Stewart St,98101.0,1269454.54893345,227630.62590085,-122.33743812895696,47.614100961671696
1847,481,0.0,600,North Rose Hill Park,North Rose Hill Park,NE 100th St & 124th Ave NE,98033.0,1310110.21499728,253845.374980435,-122.17448302055061,47.68801638633143
1848,557,0.0,600,Sunny Bank Park,Sunny Bank Park,N Mercer Way,98040.0,1296698.62502261,216786.140043944,-122.22620351310024,47.585781898338766
1849,2455,448431.0,360,Marriott Residence Inn,Marriott Residence Inn,800 Fairview Ave N,98109.0,1270575.15003869,232101.834150016,-122.33324898275586,47.62641635190489
1850,2383,765772.0,530,Bartell Drugs-Rainier Ave,Bartell Drugs-Rainier Ave,2345 Rainier Ave S,98144.0,1278160.43670535,215637.262748525,-122.30122042898648,47.581688235410624
1851,2712,838687.0,600,Bitter Lake Community Center,Bitter Lake CC,13035 Linden Ave N,98133.0,1267483.75005352,267784.936996266,-122.34863224514106,47.72405620878605
1852,2726,190203.0,600,Mercer Island Community Center,Mercer Island CC,2040 84th Ave SE,98040.0,1296959.31347761,218884.512487605,-122.22530112886744,47.59154655567584
1853,1811,839613.0,360,Roosevelt Hotel,Roosevelt H,7th Ave & Pine St,98101.0,1270210.13502069,226969.903140932,-122.33432305873258,47.612330383711736
1854,10001046,,800,Christ the King Bible Fellowship,Christ the King Bible Fellowship,35448 11TH AVE SW,98023.0,1264308.13206095,106974.391492024,-122.34866769715346,47.2831106096584
1855,10001047,,800,The Church of Jesus Christ LDS,The Church of Jesus Christ LDS,4001 44TH AVE SW,98116.0,1256522.92748703,211091.094019353,-122.38850168368069,47.5680623277128
1856,10001048,,800,King's Cross Church,King's Cross Church,10041 NE 132ND ST,98034.0,1302334.57077169,264943.336708352,-122.20685216240435,47.718060542583586
1857,10001050,,800,The Church of Jesus Christ LDS,The Church of Jesus Christ LDS,10675 NE 20TH ST,98004.0,1303961.07539269,231978.303229108,-122.1978711551406,47.62778104988202
1858,10001051,,800,Bellevue Presbyterian Church,Presbyterian Church,1717 BELLEVUE WAY NE,98004.0,1302154.49239169,231509.199180439,-122.20516252042866,47.62640716169667
1859,10001052,,800,The Church In Bellevue,The Church,1835 BELLEVUE WAY NE,98004.0,1302890.12871569,231822.5712571,-122.20220236571653,47.627302041161066
1860,10001053,,800,Life of Victory Church,Life of Victory Church,17418 108TH AVE SE,98055.0,1303214.56113769,165890.794656351,-122.19615214694609,47.44659494103036
1861,10001054,,800,Burien Church of God,Church of God,16640 1ST AVE S,98148.0,1269392.71572377,168931.48050411,-122.33305122391754,47.4532051248028
1862,10001055,,800,Jehovah's Witness Kingdom Hall,Jehovah's Witness Kingdom Hall,16715 AMBAUM BLVD S,98148.0,1269528.78533353,168945.954556525,-122.33250249497554,47.45325206554526
1863,10001056,,800,Highland Park Community of Christ,Highland Park Community of Christ,8611 11TH AVE SW,9806.0,1265805.93188685,195662.270874441,-122.34967435123164,47.52628059243109
1864,10001057,,800,Cornerstone United Methodist Church,Cornerstone United Methodist Church,20730 SE 272ND ST,98042.0,1335160.22099952,133294.620019436,-122.06495724888723,47.35872191073479
1865,10001058,,800,House of the Living God Church,House of the Living God,325 N 125TH ST,98133.0,1265968.35774311,266116.608311936,-122.3546539891979,47.719401453828006
1866,10001059,,800,Church of Christ Kent,Church of Christ,11010 SE KENT KANGLEY RD,98030.0,1303311.74696694,137898.369342104,-122.19375971451791,47.36987086005149
1867,10001060,,800,Saltwater Unitarian Universalist Church,Saltwater Unitarian Universalist Church,25701 14TH PL S,98198.0,1273089.33267435,139146.70772469,-122.31579391256692,47.3717622842284
1868,10001061,,800,Auburn Bible Chapel,Bible Chapel,2606 R ST SE,98002.0,1299406.51297952,107137.60868527,-122.20730030000324,47.285364166448275
1869,10001063,,800,Federal Way Bethel Baptist Church,Bethel Baptist Church,35905 16TH AVE S,98003.0,1272864.43187743,105528.664396599,-122.31409106650975,47.279604534092336
1870,10001064,,800,Sunrise Christ Community Church,Sunrise Christ Community Church,150 S 356TH ST,98003.0,1268351.17679636,106913.018911347,-122.33237767094863,47.28315945386316
1871,10001065,,800,Brooklake Church,Brooklake Church,629 S 356TH ST,98003.0,1270062.44371502,106328.743177027,-122.32543910651415,47.281649151313715
1872,10001066,,800,Evangelical Chinese Church of Seattle,Evangelical Chinese Church,651 NW 81ST ST,98117.0,1263025.30883919,254516.626918778,-122.36566966396353,47.68744652404213
1873,10001067,,800,Sakya Monastery of Tibetan Buddhism,Sakya Monastery of Tibetan Buddhism,108 NW 83RD ST,98117.0,1264864.3166441,255165.66433461,-122.35825684335227,47.689325635245815
1874,10001068,,800,Arbor Heights Community Church,Community Church,4113 SW 102ND ST,98146.0,1257009.62664486,190546.905449018,-122.3848529074539,47.51177900817734
1875,10001069,,800,Faith Lutheran Church,Faith Lutheran Church,8208 18TH AVE NE,98115.0,1277074.82503144,254746.196341515,-122.30865599817406,47.68882837757012
1876,10001070,,800,7400 Woodlawn,7400 Woodlawn,7400 WOODLAWN AVE NE,98115.0,1272600.41862594,252556.676442355,-122.32664696843332,47.68259038451228
1877,1678,143875.0,60,La Plaza East,La Plaza East,13000 Northup Way,98005.0,1311698.33386828,232074.846015021,-122.1665048675171,47.628417446784276
1878,570039,160164.0,570,Woodinville Unitarian Universalist P&R,Woodinville Unitarian Universalist P&R,19020 NE Woodinville Duvall Rd,98072.0,1332920.10999419,278796.660051525,-122.08353012517699,47.75746287041246
1879,10001071,,800,Shoreline Full Gospel Fellowship,Full Gospel Fellowship,15415 5TH AVE NE,98155.0,1273604.96517327,273718.00616686,-122.32423380810881,47.74064621976844
1880,10001072,,800,Phillippi Presbyterian Church,Phillippi Presbyterian Church,14738 1ST AVE NE,98155.0,1272855.20354944,272063.769645944,-122.32714994112318,47.736072166704204
1881,10001073,,800,Shoreline Unitarian Universalist Church,Unitarian Universalist Church,14724 1ST AVE NE,98155.0,1272574.7149372,272077.95564118,-122.32829071575622,47.73609611891715
1882,10001074,,800,Iglesia Ni Cristo,Iglesia Ni Cristo,14800 1ST AVE NE,98155.0,1272678.11433668,272349.751357436,-122.32789204262252,47.73684660522307
1883,10001075,,800,True Jesus Church,True Jesus Church,225 NE 152ND ST,98155.0,1273003.86926261,273247.865046769,-122.32663926529932,47.73932563316787
1884,10001076,,800,St. Barnabas Anglican Church,St. Barnabas Anglican Church,2340 N 155TH ST,98133.0,1272131.32146703,274181.758520186,-122.33025856231464,47.74183892527777
